person,date,category,amount,monthly_income,description,payment_mode
Krishna Rao,2023-10-22,Food,533.0,30000.0,,Cash
Vivek Menon,2023-10-22,Utilities,464.0,18000.0,,Card
Siddharth Rao,2023-10-22,Study Materials,481.0,30000.0,,NetBanking
Krishna Rao,2023-10-22,Groceries,1625.0,30000.0,,NetBanking
Amit Sharma,2023-10-22,Groceries,1253.0,20000.0,,NetBanking
Divya Yeddu,2023-10-23,Food,411.0,25000.0,,NetBanking
Pooja Mehta,2023-10-23,Groceries,573.0,30000.0,,NetBanking
Karthik Rao,2023-10-23,Health,1020.0,18000.0,,UPI
Ishita Roy,2023-10-23,Entertainment,1795.0,22000.0,,UPI
Shreya Sen,2023-10-23,Entertainment,194.0,18000.0,,Card
Sneha Kapoor,2023-10-23,Travel,581.0,18000.0,,Cash
Megha Das,2023-10-23,Travel,580.0,25000.0,,Cash
Rohan Verma,2023-10-23,Study Materials,1882.0,20000.0,,UPI
Shreya Sen,2023-10-24,Rent,11103.0,18000.0,,NetBanking
Harsha Patel,2023-10-24,Health,2222.0,30000.0,,UPI
Ishita Roy,2023-10-24,Entertainment,507.0,22000.0,,Card
Amit Sharma,2023-10-24,Groceries,788.0,20000.0,,NetBanking
Shreya Sen,2023-10-24,Food,603.0,18000.0,,UPI
Nisha Sharma,2023-10-24,Groceries,151.0,18000.0,,NetBanking
Karthik Rao,2023-10-25,Miscellaneous,616.0,18000.0,,UPI
Tanvi Jain,2023-10-25,Food,650.0,30000.0,,Cash
Sneha Kapoor,2023-10-25,Food,432.0,18000.0,,UPI
Swathi Reddy,2023-10-25,Utilities,2255.0,25000.0,,NetBanking
Siddharth Rao,2023-10-25,Travel,571.0,30000.0,,UPI
Ananya Singh,2023-10-26,Miscellaneous,1218.0,30000.0,,Card
Ananya Singh,2023-10-26,Entertainment,558.0,30000.0,,Card
Ananya Singh,2023-10-26,Rent,5153.0,30000.0,,Card
Rohan Verma,2023-10-26,Rent,6819.0,20000.0,,Cash
Harsha Patel,2023-10-26,Study Materials,440.0,30000.0,,UPI
Priya Iyer,2023-10-26,Entertainment,782.0,18000.0,,UPI
Megha Das,2023-10-26,Entertainment,548.0,25000.0,,Card
Shreya Sen,2023-10-26,Miscellaneous,1504.0,18000.0,,NetBanking
Arjun Nair,2023-10-27,Health,1347.0,22000.0,,Cash
Megha Das,2023-10-27,Study Materials,820.0,25000.0,,NetBanking
Siddharth Rao,2023-10-27,Groceries,775.0,30000.0,,NetBanking
Divya Yeddu,2023-10-27,Miscellaneous,1595.0,25000.0,,Cash
Ishita Roy,2023-10-27,Entertainment,203.0,22000.0,,Cash
Vikram Joshi,2023-10-27,Rent,6534.0,25000.0,,Card
Varun Gupta,2023-10-27,Entertainment,1296.0,20000.0,,Card
Tanvi Jain,2023-10-27,Rent,5238.0,30000.0,,Cash
Rahul Kumar,2023-10-28,Travel,564.0,20000.0,,Card
Rahul Kumar,2023-10-28,Food,619.0,20000.0,,Cash
Amit Sharma,2023-10-28,Health,621.0,20000.0,,UPI
Aditya Pillai,2023-10-28,Health,2347.0,20000.0,,NetBanking
Varun Gupta,2023-10-28,Entertainment,2488.0,20000.0,,NetBanking
Shreya Sen,2023-10-28,Groceries,1308.0,18000.0,,Cash
Karthik Rao,2023-10-28,Food,283.0,18000.0,,UPI
Tanvi Jain,2023-10-28,Miscellaneous,792.0,30000.0,,UPI
Tanvi Jain,2023-10-29,Travel,174.0,30000.0,,NetBanking
Harini Bhat,2023-10-29,Entertainment,2460.0,30000.0,,Cash
Nisha Sharma,2023-10-29,Rent,8324.0,18000.0,,UPI
Aditya Pillai,2023-10-29,Rent,10397.0,20000.0,,Card
Amit Sharma,2023-10-29,Utilities,2001.0,20000.0,,UPI
Ananya Singh,2023-10-30,Entertainment,1119.0,30000.0,,Card
Sneha Kapoor,2023-10-30,Health,1772.0,18000.0,,UPI
Karthik Rao,2023-10-30,Entertainment,922.0,18000.0,,Card
Karthik Rao,2023-10-30,Health,1330.0,18000.0,,NetBanking
Sneha Kapoor,2023-10-30,Groceries,1238.0,18000.0,,NetBanking
Harsha Patel,2023-10-30,Study Materials,500.0,30000.0,,NetBanking
Varun Gupta,2023-10-30,Travel,294.0,20000.0,,Cash
Aditya Pillai,2023-10-31,Health,2488.0,20000.0,,Card
Amit Sharma,2023-10-31,Rent,10691.0,20000.0,,Cash
Amit Sharma,2023-10-31,Food,346.0,20000.0,,UPI
Vikram Joshi,2023-10-31,Travel,250.0,25000.0,,NetBanking
Divya Yeddu,2023-10-31,Health,956.0,25000.0,,NetBanking
Amit Sharma,2023-10-31,Miscellaneous,836.0,20000.0,,UPI
Karthik Rao,2023-10-31,Travel,103.0,18000.0,,Card
Karthik Rao,2023-10-31,Travel,402.0,18000.0,,UPI
Rohan Verma,2023-10-31,Food,473.0,20000.0,,NetBanking
Shreya Sen,2023-11-01,Health,959.0,18000.0,,NetBanking
Sneha Kapoor,2023-11-01,Study Materials,1062.0,18000.0,,NetBanking
Divya Yeddu,2023-11-01,Utilities,2160.0,25000.0,,Cash
Vivek Menon,2023-11-01,Food,263.0,18000.0,,NetBanking
Sneha Kapoor,2023-11-01,Health,291.0,18000.0,,NetBanking
Harini Bhat,2023-11-01,Health,740.0,30000.0,,UPI
Siddharth Rao,2023-11-02,Travel,511.0,30000.0,,NetBanking
Divya Yeddu,2023-11-02,Travel,247.0,25000.0,,UPI
Siddharth Rao,2023-11-02,Entertainment,1355.0,30000.0,,Card
Nisha Sharma,2023-11-02,Study Materials,326.0,18000.0,,Cash
Megha Das,2023-11-02,Utilities,2210.0,25000.0,,Cash
Krishna Rao,2023-11-02,Food,126.0,30000.0,,UPI
Pooja Mehta,2023-11-02,Entertainment,254.0,30000.0,,NetBanking
Krishna Rao,2023-11-02,Travel,308.0,30000.0,,UPI
Megha Das,2023-11-02,Health,453.0,25000.0,,NetBanking
Siddharth Rao,2023-11-03,Utilities,100.0,30000.0,,UPI
Aditya Pillai,2023-11-03,Food,678.0,20000.0,,NetBanking
Vivek Menon,2023-11-03,Groceries,724.0,18000.0,,UPI
Ananya Singh,2023-11-03,Utilities,1535.0,30000.0,,Card
Swathi Reddy,2023-11-03,Groceries,2415.0,25000.0,,UPI
Swathi Reddy,2023-11-03,Miscellaneous,819.0,25000.0,,Cash
Megha Das,2023-11-03,Food,421.0,25000.0,,Cash
Sneha Kapoor,2023-11-03,Health,1626.0,18000.0,,Card
Siddharth Rao,2023-11-03,Entertainment,1350.0,30000.0,,Cash
Tanvi Jain,2023-11-03,Study Materials,500.0,30000.0,,Card
Nisha Sharma,2023-11-04,Rent,6245.0,18000.0,,Card
Megha Das,2023-11-04,Rent,10686.0,25000.0,,NetBanking
Karthik Rao,2023-11-04,Utilities,1584.0,18000.0,,UPI
Ishita Roy,2023-11-04,Study Materials,1093.0,22000.0,,Cash
Ananya Singh,2023-11-04,Miscellaneous,1797.0,30000.0,,Cash
Pooja Mehta,2023-11-04,Food,215.0,30000.0,,UPI
Aditya Pillai,2023-11-04,Groceries,654.0,20000.0,,Cash
Harini Bhat,2023-11-04,Food,273.0,30000.0,,Cash
Priya Iyer,2023-11-04,Miscellaneous,458.0,18000.0,,NetBanking
Harini Bhat,2023-11-04,Utilities,2071.0,30000.0,,Cash
Siddharth Rao,2023-11-04,Groceries,2337.0,30000.0,,Card
Amit Sharma,2023-11-04,Health,1421.0,20000.0,,Cash
Amit Sharma,2023-11-05,Entertainment,243.0,20000.0,,NetBanking
Harsha Patel,2023-11-05,Entertainment,2330.0,30000.0,,NetBanking
Ananya Singh,2023-11-05,Groceries,642.0,30000.0,,Card
Aditya Pillai,2023-11-05,Rent,7532.0,20000.0,,Cash
Priya Iyer,2023-11-05,Utilities,921.0,18000.0,,Card
Karthik Rao,2023-11-05,Rent,10322.0,18000.0,,Cash
Aditya Pillai,2023-11-05,Health,548.0,20000.0,,NetBanking
Arjun Nair,2023-11-05,Rent,8359.0,22000.0,,Card
Harini Bhat,2023-11-06,Miscellaneous,2068.0,30000.0,,NetBanking
Arjun Nair,2023-11-06,Miscellaneous,1014.0,22000.0,,UPI
Tanvi Jain,2023-11-06,Entertainment,688.0,30000.0,,Card
Karthik Rao,2023-11-06,Entertainment,1127.0,18000.0,,UPI
Siddharth Rao,2023-11-06,Food,421.0,30000.0,,Card
Ananya Singh,2023-11-06,Miscellaneous,1634.0,30000.0,,Cash
Vivek Menon,2023-11-06,Utilities,2178.0,18000.0,,NetBanking
Ananya Singh,2023-11-06,Utilities,463.0,30000.0,,Card
Shreya Sen,2023-11-06,Health,1249.0,18000.0,,Card
Ishita Roy,2023-11-06,Food,486.0,22000.0,,UPI
Varun Gupta,2023-11-06,Utilities,946.0,20000.0,,UPI
Vikram Joshi,2023-11-07,Study Materials,306.0,25000.0,,Cash
Sneha Kapoor,2023-11-07,Miscellaneous,1651.0,18000.0,,UPI
Divya Yeddu,2023-11-07,Rent,10716.0,25000.0,,Card
Pooja Mehta,2023-11-07,Health,782.0,30000.0,,UPI
Swathi Reddy,2023-11-07,Food,231.0,25000.0,,Card
Nisha Sharma,2023-11-07,Rent,7242.0,18000.0,,Cash
Harsha Patel,2023-11-07,Miscellaneous,1205.0,30000.0,,Cash
Pooja Mehta,2023-11-08,Rent,10857.0,30000.0,,Cash
Sneha Kapoor,2023-11-08,Food,201.0,18000.0,,Cash
Divya Yeddu,2023-11-08,Food,513.0,25000.0,,Card
Rohan Verma,2023-11-08,Study Materials,330.0,20000.0,,Cash
Harsha Patel,2023-11-08,Food,665.0,30000.0,,Card
Sneha Kapoor,2023-11-08,Entertainment,372.0,18000.0,,Card
Sneha Kapoor,2023-11-08,Rent,8595.0,18000.0,,Card
Ishita Roy,2023-11-08,Groceries,585.0,22000.0,,Card
Ananya Singh,2023-11-08,Groceries,2337.0,30000.0,,Card
Aditya Pillai,2023-11-09,Rent,10767.0,20000.0,,Card
Amit Sharma,2023-11-09,Travel,565.0,20000.0,,UPI
Vivek Menon,2023-11-09,Travel,75.0,18000.0,,Cash
Pooja Mehta,2023-11-09,Miscellaneous,1385.0,30000.0,,UPI
Swathi Reddy,2023-11-09,Study Materials,1830.0,25000.0,,Card
Rahul Kumar,2023-11-09,Food,437.0,20000.0,,Cash
Amit Sharma,2023-11-09,Food,432.0,20000.0,,NetBanking
Aditya Pillai,2023-11-09,Food,503.0,20000.0,,Card
Amit Sharma,2023-11-10,Groceries,495.0,20000.0,,Card
Megha Das,2023-11-10,Utilities,1415.0,25000.0,,NetBanking
Megha Das,2023-11-10,Miscellaneous,1717.0,25000.0,,Card
Ishita Roy,2023-11-10,Utilities,1022.0,22000.0,,Card
Ananya Singh,2023-11-10,Rent,10481.0,30000.0,,NetBanking
Ananya Singh,2023-11-10,Health,1275.0,30000.0,,UPI
Varun Gupta,2023-11-10,Miscellaneous,2170.0,20000.0,,UPI
Ananya Singh,2023-11-10,Travel,114.0,30000.0,,UPI
Pooja Mehta,2023-11-10,Study Materials,1031.0,30000.0,,Card
Harsha Patel,2023-11-10,Study Materials,1454.0,30000.0,,Cash
Harsha Patel,2023-11-11,Entertainment,290.0,30000.0,,UPI
Tanvi Jain,2023-11-11,Miscellaneous,2193.0,30000.0,,NetBanking
Vivek Menon,2023-11-11,Utilities,1767.0,18000.0,,Cash
Krishna Rao,2023-11-11,Rent,8853.0,30000.0,,Cash
Shreya Sen,2023-11-11,Entertainment,890.0,18000.0,,Card
Ishita Roy,2023-11-11,Health,1736.0,22000.0,,Card
Krishna Rao,2023-11-11,Groceries,1339.0,30000.0,,UPI
Pooja Mehta,2023-11-11,Study Materials,1142.0,30000.0,,UPI
Harsha Patel,2023-11-11,Food,682.0,30000.0,,NetBanking
Vikram Joshi,2023-11-11,Utilities,2389.0,25000.0,,Card
Vikram Joshi,2023-11-11,Study Materials,863.0,25000.0,,Cash
Ishita Roy,2023-11-11,Miscellaneous,1473.0,22000.0,,Cash
Priya Iyer,2023-11-12,Health,1968.0,18000.0,,Cash
Amit Sharma,2023-11-12,Health,1314.0,20000.0,,UPI
Tanvi Jain,2023-11-12,Utilities,2049.0,30000.0,,UPI
Harini Bhat,2023-11-12,Utilities,1049.0,30000.0,,NetBanking
Sneha Kapoor,2023-11-12,Miscellaneous,1116.0,18000.0,,UPI
Ananya Singh,2023-11-12,Study Materials,1345.0,30000.0,,Cash
Harini Bhat,2023-11-12,Rent,8069.0,30000.0,,NetBanking
Varun Gupta,2023-11-13,Study Materials,1516.0,20000.0,,UPI
Harsha Patel,2023-11-13,Groceries,2093.0,30000.0,,UPI
Aditya Pillai,2023-11-13,Miscellaneous,366.0,20000.0,,UPI
Pooja Mehta,2023-11-13,Entertainment,760.0,30000.0,,NetBanking
Siddharth Rao,2023-11-13,Groceries,553.0,30000.0,,UPI
Vikram Joshi,2023-11-13,Food,395.0,25000.0,,NetBanking
Pooja Mehta,2023-11-13,Rent,10907.0,30000.0,,Cash
Arjun Nair,2023-11-13,Health,262.0,22000.0,,Card
Divya Yeddu,2023-11-13,Rent,5851.0,25000.0,,Card
Megha Das,2023-11-14,Rent,11255.0,25000.0,,Cash
Tanvi Jain,2023-11-14,Health,1869.0,30000.0,,Cash
Ishita Roy,2023-11-14,Study Materials,845.0,22000.0,,Cash
Arjun Nair,2023-11-14,Food,363.0,22000.0,,UPI
Arjun Nair,2023-11-14,Health,803.0,22000.0,,Cash
Nisha Sharma,2023-11-14,Rent,8641.0,18000.0,,UPI
Vivek Menon,2023-11-14,Study Materials,1281.0,18000.0,,Cash
Shreya Sen,2023-11-14,Entertainment,530.0,18000.0,,Cash
Megha Das,2023-11-14,Health,1914.0,25000.0,,NetBanking
Vivek Menon,2023-11-15,Groceries,422.0,18000.0,,Cash
Ananya Singh,2023-11-15,Rent,4587.0,30000.0,,UPI
Rahul Kumar,2023-11-15,Study Materials,1623.0,20000.0,,Cash
Tanvi Jain,2023-11-15,Groceries,1039.0,30000.0,,UPI
Aditya Pillai,2023-11-15,Rent,5108.0,20000.0,,Card
Amit Sharma,2023-11-15,Groceries,2274.0,20000.0,,NetBanking
Harini Bhat,2023-11-15,Food,129.0,30000.0,,UPI
Megha Das,2023-11-15,Utilities,287.0,25000.0,,Card
Karthik Rao,2023-11-15,Health,1358.0,18000.0,,Cash
Harini Bhat,2023-11-15,Health,116.0,30000.0,,Cash
Harini Bhat,2023-11-15,Entertainment,2023.0,30000.0,,NetBanking
Vikram Joshi,2023-11-15,Utilities,921.0,25000.0,,Card
Vikram Joshi,2023-11-15,Travel,321.0,25000.0,,Card
Nisha Sharma,2023-11-16,Groceries,406.0,18000.0,,Card
Varun Gupta,2023-11-16,Food,207.0,20000.0,,Card
Harsha Patel,2023-11-16,Travel,190.0,30000.0,,Cash
Tanvi Jain,2023-11-16,Travel,134.0,30000.0,,Cash
Pooja Mehta,2023-11-16,Travel,487.0,30000.0,,UPI
Harini Bhat,2023-11-16,Miscellaneous,818.0,30000.0,,Cash
Harsha Patel,2023-11-16,Groceries,814.0,30000.0,,NetBanking
Vivek Menon,2023-11-16,Groceries,568.0,18000.0,,NetBanking
Divya Yeddu,2023-11-17,Utilities,549.0,25000.0,,UPI
Megha Das,2023-11-17,Health,2284.0,25000.0,,Cash
Karthik Rao,2023-11-17,Entertainment,561.0,18000.0,,Card
Harsha Patel,2023-11-17,Rent,9215.0,30000.0,,NetBanking
Swathi Reddy,2023-11-17,Food,213.0,25000.0,,Cash
Sneha Kapoor,2023-11-17,Miscellaneous,1104.0,18000.0,,Card
Amit Sharma,2023-11-18,Entertainment,2450.0,20000.0,,Card
Divya Yeddu,2023-11-18,Entertainment,2085.0,25000.0,,UPI
Amit Sharma,2023-11-18,Utilities,1731.0,20000.0,,NetBanking
Arjun Nair,2023-11-18,Study Materials,1651.0,22000.0,,NetBanking
Rohan Verma,2023-11-18,Travel,443.0,20000.0,,Cash
Vivek Menon,2023-11-18,Utilities,2284.0,18000.0,,Cash
Vikram Joshi,2023-11-18,Travel,450.0,25000.0,,Card
Karthik Rao,2023-11-18,Groceries,1892.0,18000.0,,Cash
Ananya Singh,2023-11-18,Food,539.0,30000.0,,NetBanking
Ishita Roy,2023-11-19,Study Materials,520.0,22000.0,,UPI
Harsha Patel,2023-11-19,Entertainment,2337.0,30000.0,,Card
Tanvi Jain,2023-11-19,Travel,599.0,30000.0,,Card
Nisha Sharma,2023-11-19,Health,1787.0,18000.0,,Card
Arjun Nair,2023-11-19,Entertainment,2017.0,22000.0,,Cash
Divya Yeddu,2023-11-19,Health,1386.0,25000.0,,Cash
Ishita Roy,2023-11-19,Food,647.0,22000.0,,NetBanking
Swathi Reddy,2023-11-19,Travel,547.0,25000.0,,NetBanking
Tanvi Jain,2023-11-19,Groceries,278.0,30000.0,,Card
Nisha Sharma,2023-11-19,Entertainment,864.0,18000.0,,Card
Rohan Verma,2023-11-19,Rent,6518.0,20000.0,,NetBanking
Rahul Kumar,2023-11-19,Miscellaneous,277.0,20000.0,,Card
Amit Sharma,2023-11-20,Study Materials,1701.0,20000.0,,Card
Amit Sharma,2023-11-20,Health,1018.0,20000.0,,Card
Vikram Joshi,2023-11-20,Rent,11409.0,25000.0,,Card
Vikram Joshi,2023-11-20,Utilities,1495.0,25000.0,,Card
Tanvi Jain,2023-11-20,Travel,405.0,30000.0,,Card
Ananya Singh,2023-11-20,Food,272.0,30000.0,,Card
Siddharth Rao,2023-11-21,Utilities,1159.0,30000.0,,UPI
Karthik Rao,2023-11-21,Groceries,469.0,18000.0,,Cash
Sneha Kapoor,2023-11-21,Food,599.0,18000.0,,Card
Ananya Singh,2023-11-21,Entertainment,2159.0,30000.0,,Card
Swathi Reddy,2023-11-21,Health,2065.0,25000.0,,NetBanking
Harini Bhat,2023-11-21,Miscellaneous,659.0,30000.0,,Cash
Arjun Nair,2023-11-21,Travel,368.0,22000.0,,Cash
Krishna Rao,2023-11-21,Health,2326.0,30000.0,,Cash
Karthik Rao,2023-11-21,Groceries,450.0,18000.0,,Cash
Krishna Rao,2023-11-21,Study Materials,1825.0,30000.0,,Cash
Vikram Joshi,2023-11-21,Study Materials,632.0,25000.0,,Cash
Aditya Pillai,2023-11-21,Study Materials,1299.0,20000.0,,UPI
Shreya Sen,2023-11-22,Rent,4711.0,18000.0,,UPI
Ananya Singh,2023-11-22,Travel,225.0,30000.0,,Cash
Tanvi Jain,2023-11-22,Health,1010.0,30000.0,,UPI
Tanvi Jain,2023-11-22,Travel,279.0,30000.0,,NetBanking
Swathi Reddy,2023-11-22,Travel,170.0,25000.0,,Card
Pooja Mehta,2023-11-22,Rent,4251.0,30000.0,,Cash
Vikram Joshi,2023-11-22,Food,105.0,25000.0,,UPI
Rohan Verma,2023-11-23,Miscellaneous,1151.0,20000.0,,Card
Vikram Joshi,2023-11-23,Miscellaneous,944.0,25000.0,,Card
Nisha Sharma,2023-11-23,Rent,10330.0,18000.0,,NetBanking
Divya Yeddu,2023-11-23,Study Materials,1540.0,25000.0,,UPI
Priya Iyer,2023-11-23,Miscellaneous,430.0,18000.0,,UPI
Siddharth Rao,2023-11-23,Entertainment,1741.0,30000.0,,NetBanking
Megha Das,2023-11-23,Rent,4640.0,25000.0,,Card
Nisha Sharma,2023-11-23,Rent,9511.0,18000.0,,Card
Divya Yeddu,2023-11-24,Utilities,1918.0,25000.0,,NetBanking
Swathi Reddy,2023-11-24,Utilities,848.0,25000.0,,Cash
Pooja Mehta,2023-11-24,Miscellaneous,192.0,30000.0,,Card
Rohan Verma,2023-11-25,Entertainment,208.0,20000.0,,NetBanking
Harsha Patel,2023-11-25,Groceries,830.0,30000.0,,Card
Shreya Sen,2023-11-25,Entertainment,1883.0,18000.0,,Cash
Vivek Menon,2023-11-25,Food,238.0,18000.0,,Cash
Shreya Sen,2023-11-25,Health,695.0,18000.0,,Cash
Swathi Reddy,2023-11-25,Food,124.0,25000.0,,Cash
Harsha Patel,2023-11-25,Entertainment,1932.0,30000.0,,UPI
Vivek Menon,2023-11-25,Groceries,1415.0,18000.0,,Card
Karthik Rao,2023-11-25,Health,1072.0,18000.0,,NetBanking
Ishita Roy,2023-11-25,Entertainment,1014.0,22000.0,,Card
Vikram Joshi,2023-11-25,Entertainment,2351.0,25000.0,,NetBanking
Ananya Singh,2023-11-25,Groceries,2393.0,30000.0,,Cash
Sneha Kapoor,2023-11-25,Travel,557.0,18000.0,,Card
Harsha Patel,2023-11-25,Miscellaneous,1440.0,30000.0,,Card
Divya Yeddu,2023-11-25,Entertainment,1331.0,25000.0,,Cash
Pooja Mehta,2023-11-25,Miscellaneous,2120.0,30000.0,,UPI
Karthik Rao,2023-11-25,Food,618.0,18000.0,,Cash
Amit Sharma,2023-11-26,Groceries,892.0,20000.0,,Card
Harsha Patel,2023-11-26,Rent,6899.0,30000.0,,UPI
Ishita Roy,2023-11-26,Study Materials,319.0,22000.0,,Card
Siddharth Rao,2023-11-26,Miscellaneous,1318.0,30000.0,,Cash
Rahul Kumar,2023-11-26,Utilities,896.0,20000.0,,NetBanking
Amit Sharma,2023-11-26,Groceries,1048.0,20000.0,,Card
Rahul Kumar,2023-11-26,Food,664.0,20000.0,,Card
Harsha Patel,2023-11-26,Utilities,1221.0,30000.0,,Cash
Krishna Rao,2023-11-26,Miscellaneous,2261.0,30000.0,,UPI
Vikram Joshi,2023-11-26,Entertainment,131.0,25000.0,,Cash
Tanvi Jain,2023-11-26,Utilities,2329.0,30000.0,,Card
Vivek Menon,2023-11-26,Entertainment,2291.0,18000.0,,Card
Harsha Patel,2023-11-26,Utilities,2084.0,30000.0,,NetBanking
Shreya Sen,2023-11-27,Travel,126.0,18000.0,,Card
Krishna Rao,2023-11-27,Groceries,2110.0,30000.0,,Cash
Pooja Mehta,2023-11-27,Food,126.0,30000.0,,NetBanking
Rohan Verma,2023-11-27,Groceries,1575.0,20000.0,,Card
Nisha Sharma,2023-11-27,Groceries,456.0,18000.0,,UPI
Ananya Singh,2023-11-27,Study Materials,1985.0,30000.0,,Card
Ishita Roy,2023-11-28,Entertainment,585.0,22000.0,,UPI
Priya Iyer,2023-11-28,Utilities,1096.0,18000.0,,Card
Vivek Menon,2023-11-28,Travel,331.0,18000.0,,Cash
Varun Gupta,2023-11-28,Food,497.0,20000.0,,Card
Arjun Nair,2023-11-28,Miscellaneous,730.0,22000.0,,Cash
Vivek Menon,2023-11-28,Utilities,222.0,18000.0,,UPI
Rohan Verma,2023-11-28,Utilities,1285.0,20000.0,,Cash
Harsha Patel,2023-11-28,Food,299.0,30000.0,,Card
Amit Sharma,2023-11-28,Health,666.0,20000.0,,UPI
Siddharth Rao,2023-11-29,Study Materials,1840.0,30000.0,,Cash
Vikram Joshi,2023-11-29,Miscellaneous,1059.0,25000.0,,NetBanking
Aditya Pillai,2023-11-29,Health,2492.0,20000.0,,Cash
Harsha Patel,2023-11-29,Miscellaneous,2028.0,30000.0,,Cash
Pooja Mehta,2023-11-29,Travel,92.0,30000.0,,Card
Tanvi Jain,2023-11-29,Groceries,2017.0,30000.0,,NetBanking
Vivek Menon,2023-11-29,Study Materials,691.0,18000.0,,Card
Tanvi Jain,2023-11-29,Rent,9134.0,30000.0,,NetBanking
Rahul Kumar,2023-11-29,Groceries,665.0,20000.0,,Cash
Tanvi Jain,2023-11-29,Travel,225.0,30000.0,,Card
Tanvi Jain,2023-11-30,Rent,8216.0,30000.0,,UPI
Siddharth Rao,2023-11-30,Groceries,1036.0,30000.0,,Cash
Rohan Verma,2023-11-30,Study Materials,692.0,20000.0,,UPI
Nisha Sharma,2023-11-30,Groceries,178.0,18000.0,,NetBanking
Megha Das,2023-11-30,Rent,4379.0,25000.0,,Card
Rahul Kumar,2023-11-30,Travel,333.0,20000.0,,Cash
Arjun Nair,2023-11-30,Groceries,123.0,22000.0,,Card
Ishita Roy,2023-12-01,Food,132.0,22000.0,,Card
Harini Bhat,2023-12-01,Utilities,1293.0,30000.0,,UPI
Shreya Sen,2023-12-01,Food,599.0,18000.0,,Card
Krishna Rao,2023-12-01,Groceries,908.0,30000.0,,Card
Rohan Verma,2023-12-01,Study Materials,1075.0,20000.0,,UPI
Vivek Menon,2023-12-01,Food,450.0,18000.0,,Cash
Swathi Reddy,2023-12-01,Miscellaneous,215.0,25000.0,,Card
Shreya Sen,2023-12-01,Food,468.0,18000.0,,NetBanking
Varun Gupta,2023-12-01,Travel,589.0,20000.0,,Cash
Megha Das,2023-12-01,Study Materials,1474.0,25000.0,,NetBanking
Rahul Kumar,2023-12-01,Utilities,894.0,20000.0,,Cash
Karthik Rao,2023-12-01,Travel,136.0,18000.0,,UPI
Ananya Singh,2023-12-01,Food,406.0,30000.0,,UPI
Pooja Mehta,2023-12-01,Miscellaneous,1989.0,30000.0,,Card
Ananya Singh,2023-12-01,Food,532.0,30000.0,,Cash
Swathi Reddy,2023-12-01,Study Materials,799.0,25000.0,,NetBanking
Megha Das,2023-12-01,Entertainment,312.0,25000.0,,NetBanking
Divya Yeddu,2023-12-02,Miscellaneous,398.0,25000.0,,NetBanking
Ananya Singh,2023-12-02,Miscellaneous,2323.0,30000.0,,Card
Siddharth Rao,2023-12-02,Health,1172.0,30000.0,,Card
Amit Sharma,2023-12-02,Rent,4445.0,20000.0,,UPI
Vikram Joshi,2023-12-02,Utilities,880.0,25000.0,,NetBanking
Pooja Mehta,2023-12-02,Food,536.0,30000.0,,NetBanking
Rahul Kumar,2023-12-02,Health,1329.0,20000.0,,Card
Priya Iyer,2023-12-02,Rent,4936.0,18000.0,,Cash
Harini Bhat,2023-12-02,Travel,378.0,30000.0,,Cash
Varun Gupta,2023-12-02,Study Materials,1098.0,20000.0,,NetBanking
Shreya Sen,2023-12-03,Travel,131.0,18000.0,,NetBanking
Vivek Menon,2023-12-03,Travel,295.0,18000.0,,UPI
Rohan Verma,2023-12-03,Travel,201.0,20000.0,,UPI
Tanvi Jain,2023-12-03,Entertainment,1412.0,30000.0,,UPI
Tanvi Jain,2023-12-03,Travel,547.0,30000.0,,NetBanking
Vikram Joshi,2023-12-03,Food,428.0,25000.0,,NetBanking
Tanvi Jain,2023-12-03,Travel,97.0,30000.0,,Card
Ananya Singh,2023-12-03,Study Materials,468.0,30000.0,,UPI
Amit Sharma,2023-12-03,Food,157.0,20000.0,,UPI
Sneha Kapoor,2023-12-03,Food,621.0,18000.0,,UPI
Krishna Rao,2023-12-03,Groceries,2484.0,30000.0,,Card
Aditya Pillai,2023-12-03,Study Materials,1185.0,20000.0,,Card
Rahul Kumar,2023-12-03,Entertainment,2392.0,20000.0,,Card
Shreya Sen,2023-12-03,Miscellaneous,1069.0,18000.0,,Cash
Aditya Pillai,2023-12-04,Rent,7804.0,20000.0,,Card
Harini Bhat,2023-12-04,Study Materials,380.0,30000.0,,NetBanking
Priya Iyer,2023-12-04,Miscellaneous,1073.0,18000.0,,NetBanking
Siddharth Rao,2023-12-04,Travel,414.0,30000.0,,Card
Aditya Pillai,2023-12-04,Food,198.0,20000.0,,UPI
Divya Yeddu,2023-12-04,Groceries,783.0,25000.0,,Card
Ananya Singh,2023-12-04,Food,101.0,30000.0,,Card
Swathi Reddy,2023-12-05,Study Materials,1480.0,25000.0,,Card
Sneha Kapoor,2023-12-05,Groceries,679.0,18000.0,,UPI
Priya Iyer,2023-12-05,Study Materials,1359.0,18000.0,,NetBanking
Arjun Nair,2023-12-05,Travel,495.0,22000.0,,NetBanking
Sneha Kapoor,2023-12-05,Groceries,1303.0,18000.0,,NetBanking
Shreya Sen,2023-12-06,Miscellaneous,1558.0,18000.0,,Cash
Aditya Pillai,2023-12-06,Rent,6911.0,20000.0,,Card
Siddharth Rao,2023-12-06,Health,1723.0,30000.0,,UPI
Amit Sharma,2023-12-06,Entertainment,2386.0,20000.0,,NetBanking
Rahul Kumar,2023-12-06,Utilities,1946.0,20000.0,,UPI
